shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
54952,18.54551,-69.90039,0,0.0
54952,18.53975,-69.90451,1,771.8027071437112
54952,18.52953,-69.90836,2,1973.8358096021743
54952,18.52511,-69.91645,3,2958.2078950588075
54952,18.51819,-69.91488,4,3741.891991025395
54952,18.50781,-69.91551,5,4892.740252763332
54952,18.4998,-69.9154,6,5779.412854936107
54952,18.49372,-69.91499,7,6453.775902878003
54952,18.48612,-69.91445,8,7296.920701836137
54952,18.48186,-69.91417,9,7769.369327937626
54952,18.47625,-69.91345,10,8394.956216672424
54952,18.47103,-69.91204,11,8991.620074266597
54952,18.4644,-69.9098,12,9762.663345715875
54952,18.45926,-69.91625,13,10650.259542260987
54952,18.45534,-69.92447,14,11620.90212279732
54952,18.4511,-69.92749,15,12188.364832550857
54953,18.4511,-69.92749,0,0.0
54953,18.45534,-69.92447,1,567.4627097535358
54953,18.45926,-69.91625,2,1538.10529028987
54953,18.4644,-69.9098,3,2425.7014868349816
54953,18.47103,-69.91204,4,3196.7447582842597
54953,18.47625,-69.91345,5,3793.408615878432
54953,18.48186,-69.91417,6,4418.995504613229
54953,18.48612,-69.91445,7,4891.444130714719
54953,18.49372,-69.91499,8,5734.588929672851
54953,18.4998,-69.9154,9,6408.951977614748
54953,18.50782,-69.91551,10,7296.731347442803
54953,18.51819,-69.91488,11,8446.474599100186
54953,18.52511,-69.91645,12,9230.158695066772
54953,18.52953,-69.90836,13,10214.530780523406
54953,18.53975,-69.90451,14,11416.563882981869
54953,18.54551,-69.90039,15,12188.366590125579
54954,18.50544,-69.85587,0,0.0
54954,18.51024,-69.85991,1,681.3761212405989
54954,18.51044,-69.86539,2,1260.4663646022855
54954,18.51081,-69.87011,3,1760.5591522674367
54954,18.50719,-69.87929,4,2809.485299530701
54954,18.50382,-69.88408,5,3437.969243836833
54954,18.49974,-69.88988,6,4198.9449235883985
54954,18.49579,-69.89569,7,4952.341769957744
54954,18.49308,-69.89952,8,5455.901194387407
54954,18.48743,-69.90439,9,6265.600820637588
54954,18.48156,-69.9064,10,6949.126710359804
54954,18.48186,-69.91417,11,7770.416762295772
54954,18.48227,-69.92086,12,8478.426901076491
54954,18.4827,-69.93113,13,9564.118540020376
54954,18.48407,-69.94064,14,10579.877846188312
54954,18.48237,-69.94615,15,11191.469920635092
54954,18.4818,-69.95478,16,12105.095226347868
54954,18.48001,-69.96241,17,12934.930662078776
54954,18.47896,-69.9676,18,13495.258263584969
54955,18.47896,-69.9676,0,0.0
54955,18.48001,-69.96241,1,560.3276015061929
54955,18.4818,-69.95478,2,1390.1630372371
54955,18.48237,-69.94615,3,2303.788342949876
54955,18.48407,-69.94064,4,2915.3804173966564
54955,18.4827,-69.93113,5,3931.1397235645927
54955,18.48227,-69.92086,6,5016.8313625084775
54955,18.48186,-69.91417,7,5724.8415012892
54955,18.48156,-69.9064,8,6546.131553225168
54955,18.48743,-69.90439,9,7229.657442947384
54955,18.49308,-69.89952,10,8039.357069197569
54955,18.49579,-69.89569,11,8542.916493627235
54955,18.49974,-69.88988,12,9296.31333999658
54955,18.50382,-69.88408,13,10057.289019748147
54955,18.50719,-69.87929,14,10685.772964054282
54955,18.51081,-69.87011,15,11734.699111317546
54955,18.51024,-69.85991,16,12813.62503080591
54955,18.50544,-69.85587,17,13495.001152046505
54956,18.50382,-69.88408,0,0.0
54956,18.51725,-69.88182,1,1505.5512679829408
54956,18.53089,-69.8656,2,3788.6405467118384
54956,18.54311,-69.86069,3,5237.169265272889
54957,18.54311,-69.86069,0,0.0
54957,18.53089,-69.8656,1,1448.5287185610505
54957,18.51725,-69.88182,2,3731.617997289941
54957,18.50382,-69.88408,3,5237.169265272882
54965,18.47896,-69.9676,0,0.0
54965,18.48612,-69.97727,1,1292.7051049798247
54965,18.49186,-69.98452,2,2287.642380123383
54965,18.49899,-69.99388,3,3552.509282116509
54965,18.50491,-70.00142,4,4583.70126045619
54965,18.51157,-70.01,5,5751.735344768662
54965,18.52001,-70.0103,6,6686.465038460199
54969,18.50544,-69.85587,0,0.0
54969,18.51181,-69.84632,1,1230.4893438773724
54969,18.51679,-69.83851,2,2222.4318391662237
54969,18.52253,-69.82931,3,3383.1803273857513
54969,18.52846,-69.8215,4,4437.14557244649
54969,18.5332,-69.81516,5,5287.650259830509
54969,18.53321,-69.8062,6,6233.666783278546
54969,18.533,-69.79573,7,7339.356667193424
54970,18.50544,-69.85587,0,0.0
54970,18.499,-69.85292,1,777.9188900355803
54970,18.49281,-69.85066,2,1503.4452941887866
54970,18.48506,-69.84896,3,2379.848553472155
54971,18.48506,-69.84896,0,0.0
54971,18.48357,-69.83444,1,1542.3308039828553
54971,18.48329,-69.82694,2,2335.0317816666648
54971,18.4829,-69.81341,3,3764.625642580868
54971,18.4829,-69.79948,4,5235.81442596321
54971,18.48284,-69.7859,5,6670.054292386805
54971,18.4836,-69.77284,6,8051.920052852234
54971,18.4836,-69.76062,7,9342.50540509705
54971,18.48426,-69.74764,8,10715.298788050466
54972,18.47896,-69.9676,0,0.0
54972,18.46608,-69.96856,1,1429.2347950038384
54972,18.45803,-69.97065,2,2347.1948731277225
54972,18.44924,-69.97421,3,3390.2656948111107
54972,18.44184,-69.97756,4,4282.516497529781
54972,18.43468,-69.98332,5,5281.679270134933
54972,18.42761,-69.99024,6,6352.579546094465
54973,18.52004,-70.0103,0,0.0
54973,18.51905,-70.00042,1,1048.9735122045531
54973,18.5262,-69.99963,2,1844.7653198169282
54973,18.53287,-69.99566,3,2693.740802011307
54973,18.53618,-69.98876,4,3509.1899113818654
54974,18.52347,-69.97704,0,0.0
54974,18.5182,-69.98196,1,781.1151487566094
54974,18.51345,-69.98868,2,1664.2530785712152
54974,18.50695,-69.98989,3,2394.9715085233183
54974,18.499,-69.99388,4,3370.6017164859077
54976,18.52004,-70.0103,0,0.0
54976,18.52377,-70.03393,1,2528.99704733408
54976,18.52053,-70.04416,2,3667.148332951663
54976,18.52621,-70.0528,3,4775.0835188484925
55930,18.47896,-69.9676,0,0.0
55930,18.47084,-69.97832,1,1445.585184724201
55930,18.47524,-69.98245,2,2099.391275119313
55930,18.48809,-69.99714,3,4204.153566777561
55930,18.50809,-69.99912,4,6427.729380312536
55930,18.5198,-70.01156,5,8273.125302589164
55930,18.52377,-70.03393,6,10675.681358386515
55930,18.52329,-70.04884,7,12250.895699661007
57835,18.533,-69.79573,0,0.0
57835,18.53302,-69.79574,1,2.4526242770662066
57835,18.53307,-69.7987,2,315.02501551977184
57835,18.5331,-69.80289,3,757.4269069458533
57835,18.53315,-69.805,4,980.2740349305241
57835,18.53316,-69.80621,5,1108.0332430486596
57835,18.53321,-69.8062,6,1113.6673835744004
57835,18.53316,-69.80621,7,1119.3015241001413
57835,18.5332,-69.8083,8,1340.0126177204656
57835,18.5332,-69.81,9,1519.5022422720358
57835,18.53321,-69.81105,10,1630.3690032106388
57835,18.53327,-69.81309,11,1845.8588645117416
57835,18.53327,-69.81401,12,1942.9943864888191
57835,18.53329,-69.81476,13,2022.211886083227
57835,18.53328,-69.81505,14,2052.8506892376026
57835,18.53326,-69.81518,15,2066.7537344218435
57835,18.5332,-69.81516,16,2073.7225562430394
57835,18.53326,-69.81518,17,2080.6913780642353
57835,18.53318,-69.81561,18,2126.947166511367
57835,18.53307,-69.81592,19,2161.868897635606
57835,18.53288,-69.81628,20,2205.3086326574557
57835,18.53274,-69.81648,21,2231.5009045767947
57835,18.53201,-69.81746,22,2362.783327915371
57835,18.53179,-69.8177,23,2397.927085961259
57835,18.53129,-69.81832,24,2483.6480987127725
57835,18.52962,-69.82034,25,2765.882553448435
57835,18.52888,-69.82127,26,2893.7532425330573
57835,18.52848,-69.82174,27,2960.2579147587385
57835,18.52836,-69.8216,28,2980.1306710587232
57835,18.52847,-69.8215,29,2996.2466636929457
57835,18.52836,-69.8216,30,3012.362656327168
57835,18.52848,-69.82174,31,3032.235412627153
57835,18.52822,-69.82205,32,3075.8191811971337
57835,18.52791,-69.82247,33,3131.889857750284
57835,18.52764,-69.82281,34,3178.600419084818
57835,18.52714,-69.82334,35,3257.3052027821977
57835,18.52682,-69.82374,36,3312.425943797527
57835,18.52579,-69.82513,37,3498.268860336495
57835,18.52464,-69.82684,38,3719.1812471175217
57835,18.52444,-69.82718,39,3761.3576669198956
57835,18.52407,-69.82777,40,3835.910382635542
57835,18.52379,-69.82816,41,3887.449177618604
57835,18.52189,-69.831,42,4253.7150225893565
57835,18.52184,-69.83095,43,4261.363639932766
57835,18.52279,-69.82952,44,4445.362416296324
57835,18.52253,-69.82931,45,4481.692420563733
57835,18.52279,-69.82952,46,4518.022424831142
57835,18.52333,-69.82871,47,4622.36478123015
57835,18.52427,-69.82734,48,4800.551781919057
57835,18.52432,-69.82737,49,4806.928504430078
57835,18.52407,-69.82777,50,4857.421263318902
57835,18.52379,-69.82816,51,4908.960058301964
57835,18.52172,-69.83124,52,5306.778734936728
57835,18.52006,-69.83364,53,5619.795459115863
57835,18.51831,-69.83622,54,5954.063365378039
57835,18.51766,-69.83739,55,6097.027970388313
57835,18.51646,-69.8397,56,6374.765107925006
57835,18.51637,-69.83964,57,6386.570870980198
57835,18.51692,-69.83859,58,6513.056638773618
57835,18.51679,-69.83851,59,6529.742200061039
57835,18.51692,-69.83859,60,6546.427761348459
57835,18.51736,-69.83776,61,6646.6918685100245
57835,18.51744,-69.83781,62,6657.001257589931
57835,18.51505,-69.8424,63,7209.1664332691
57835,18.51396,-69.84446,64,7457.9075540036865
57835,18.51382,-69.84471,65,7488.5181607119885
57835,18.51371,-69.84487,66,7509.34327513582
57835,18.51285,-69.84591,67,7654.674628995155
57835,18.51181,-69.84722,68,7834.636270237534
57835,18.51154,-69.84765,69,7888.994671164153
57835,18.5111,-69.84845,70,7986.5044247313635
57835,18.511,-69.84841,71,7998.351588143807
57835,18.51144,-69.84762,72,8094.948008166102
57835,18.51162,-69.84733,73,8131.481491472281
57835,18.51178,-69.8471,74,8161.539635489637
57835,18.51249,-69.84622,75,8283.239122230429
57835,18.51199,-69.84595,76,8345.49441596451
57835,18.51181,-69.84632,77,8389.351339360292
57835,18.51199,-69.84595,78,8433.208262756074
57835,18.51249,-69.84622,79,8495.463556490155
57835,18.51277,-69.84587,80,8543.696536119576
57835,18.51285,-69.84591,81,8553.507229648225
57835,18.51181,-69.84722,82,8733.468870890603
57835,18.51154,-69.84765,83,8787.827271817223
57835,18.51022,-69.85004,84,9079.44274930023
57835,18.50944,-69.8515,85,9256.141460921324
57835,18.50912,-69.85195,86,9315.408336379463
57835,18.50885,-69.85229,87,9362.121872407006
57835,18.50528,-69.85639,88,9948.288485605415
57835,18.50514,-69.85662,89,9977.09868203546
57835,18.50501,-69.85685,90,10005.328975155091
57835,18.50495,-69.8568,91,10013.81327180269
57835,18.50508,-69.85655,92,10043.879893673526
57835,18.5052,-69.85637,93,10067.068691490538
57835,18.5055,-69.856,94,10118.344692433384
57835,18.5054,-69.85591,95,10132.933694546504
57835,18.50544,-69.85587,96,10139.052861384567
58273,18.48506,-69.84897,0,0.0
58273,18.49282,-69.85067,1,877.4866743044113
58273,18.49902,-69.85292,2,1603.712211679711
58273,18.50544,-69.85587,3,2379.603132451637
58274,18.42761,-69.99024,0,0.0
58274,18.43468,-69.98333,1,1070.179360691196
58274,18.44186,-69.97756,2,2071.7414410668716
58274,18.44924,-69.97421,3,2961.9605162466178
58274,18.45803,-69.97065,4,4005.031337930006
58274,18.46608,-69.96856,5,4922.991416053876
58274,18.47896,-69.9676,6,6352.226211057714
58275,18.52004,-70.0103,0,0.0
58275,18.51157,-70.01,1,938.0483847820724
58275,18.50491,-70.00142,2,2106.0824690945446
58275,18.499,-69.99388,3,3136.5714382293518
58275,18.49187,-69.98452,4,4401.438295915374
58275,18.48612,-69.97727,5,5397.082727178902
58275,18.47896,-69.9676,6,6689.787832158734
58276,18.48427,-69.74764,0,0.0
58276,18.48433,-69.74764,1,6.641158691520104
58276,18.48433,-69.74917,2,168.22767506106175
58276,18.48426,-69.75039,3,297.3072137166164
58276,18.48426,-69.75059,4,318.429642732488
58276,18.48383,-69.76063,5,1379.844542633713
58276,18.4836,-69.76063,6,1405.3023160470184
58276,18.48383,-69.76063,7,1430.7600894603238
58276,18.48373,-69.76324,8,1706.6306943148375
58276,18.48366,-69.76382,9,1768.374008156883
58276,18.48363,-69.76479,10,1870.8719560102036
58276,18.48379,-69.76597,11,1996.7467348194332
58276,18.48389,-69.76684,12,2089.293809037481
58276,18.48398,-69.76788,13,2199.5814655364957
58276,18.48408,-69.7686,14,2276.423668086587
58276,18.48405,-69.76908,15,2327.2261918634467
58276,18.48391,-69.77006,16,2431.8798668289674
58276,18.48376,-69.77056,17,2487.234642548865
58276,18.48369,-69.77099,18,2533.304213281517
58276,18.48354,-69.77137,19,2576.735710909299
58276,18.48351,-69.77155,20,2596.0338067283446
58276,18.48351,-69.77175,21,2617.1563276124652
58276,18.48354,-69.77209,22,2653.217816613411
58276,18.48359,-69.77227,23,2673.017274910497
58276,18.4837,-69.77283,24,2733.400531170657
58276,18.4836,-69.77284,25,2744.5193998764444
58276,18.4837,-69.77283,26,2755.638268582232
58276,18.48392,-69.77437,27,2920.0942020403454
58276,18.48426,-69.77624,28,3121.1426987421582
58276,18.48457,-69.77775,29,3284.2665084669134
58276,18.48455,-69.77795,30,3305.5045877033554
58276,18.48453,-69.77815,31,3326.742669374624
58276,18.48442,-69.77825,32,3342.86038469043
58276,18.48419,-69.77833,33,3369.683572267182
58276,18.48407,-69.7784,34,3384.8846993494662
58276,18.48361,-69.77876,35,3448.4295553419215
58276,18.48346,-69.77894,36,3473.6693324849184
58276,18.48331,-69.77916,37,3502.2264959355816
58276,18.48308,-69.77979,38,3573.466553109087
58276,18.4829,-69.78052,39,3653.096692343359
58276,18.48286,-69.78079,40,3681.9538642768166
58276,18.48276,-69.78282,41,3896.6338519869896
58276,18.4828,-69.78547,42,4176.543455920124
58276,18.48281,-69.78591,43,4223.026372085296
58276,18.48285,-69.7859,44,4227.578033558821
58276,18.48281,-69.78591,45,4232.129695032345
58276,18.48289,-69.78709,46,4357.067232457019
58276,18.48289,-69.78791,47,4443.669879450026
58276,18.48314,-69.791,48,4771.18482920024
58276,18.48316,-69.79154,49,4828.258702475345
58276,18.48314,-69.79249,50,4928.615304804145
58276,18.4831,-69.79342,51,5026.934985746833
58276,18.48295,-69.79535,52,5231.442949293298
58276,18.48285,-69.79637,53,5339.735334214842
58276,18.48288,-69.79763,54,5472.849136572884
58276,18.48285,-69.79808,55,5520.490847693436
58276,18.48286,-69.79885,56,5601.8203942730615
58276,18.48294,-69.79948,57,5668.943203975883
58276,18.4829,-69.79948,58,5673.370642458729
58276,18.4829,-69.81341,59,7144.559425841086
58276,18.48333,-69.82695,60,8575.349203040707
58276,18.48357,-69.83444,61,9366.833805934846
58276,18.48506,-69.84896,62,10909.164609917701
58277,18.53618,-69.98877,0,0.0
58277,18.53636,-69.98884,1,21.250187747908058
58277,18.53578,-69.99074,2,231.87510416426812
58277,18.53561,-69.99119,3,282.9768621236144
58277,18.53549,-69.99143,4,311.5863937740796
58277,18.53496,-69.99234,5,424.15881626628106
58277,18.53449,-69.9931,6,519.7887893275765
58277,18.53423,-69.99356,7,576.2423094447877
58277,18.53405,-69.99394,8,621.037878239149
58277,18.53344,-69.99514,9,764.6039299761178
58277,18.53326,-69.9954,10,798.5233130927372
58277,18.53304,-69.99556,11,828.1603097606276
58277,18.53288,-69.99566,12,848.7786238499102
58277,18.5262,-69.99963,13,1698.716818868037
58277,18.51905,-70.00042,14,2494.508626480412
58277,18.52004,-70.0103,15,3543.48213868498
58278,18.52622,-70.0528,0,0.0
58278,18.52053,-70.04416,1,1108.5636302160565
58278,18.52377,-70.03393,2,2246.7149158336397
58278,18.52004,-70.0103,3,4775.711963167734
58279,18.52329,-70.04884,0,0.0
58279,18.52377,-70.03393,1,1575.2143412744917
58279,18.5198,-70.01156,2,3977.770397071843
58279,18.50809,-69.99912,3,5823.166319348471
58279,18.4881,-69.99714,4,8045.640179203852
58279,18.47524,-69.98245,5,10151.150567793986
58279,18.47084,-69.97832,6,10804.956658189098
58279,18.47896,-69.9676,7,12250.541842913313
58280,18.49901,-69.99388,0,0.0
58280,18.50695,-69.98989,1,974.6320025159803
58280,18.51346,-69.98869,2,1706.256639072817
58280,18.5182,-69.98196,3,2589.5853225641476
58280,18.52347,-69.97704,4,3370.7004713207425
58281,18.5459,-69.90031,0,0.0
58281,18.54581,-69.90038,1,12.40373519147397
58281,18.54593,-69.90058,2,37.34887461934704
58281,18.54656,-69.90087,3,113.50666068223654
58281,18.54675,-69.90097,4,137.03832586485078
58281,18.54768,-69.90141,5,249.97275469562737
58281,18.54788,-69.90147,6,272.99853385821916
58281,18.54812,-69.90151,7,299.89690524566686
58281,18.54838,-69.90151,8,328.6754539644171
58281,18.54914,-69.90139,9,413.74597156539676
58281,18.54914,-69.9012,10,433.80471619355376
58281,18.54917,-69.90113,11,441.90653277150705
58281,18.54942,-69.90102,12,471.91624221164966
58281,18.55096,-69.90045,13,652.6838438171835
58281,18.55114,-69.90037,14,674.3236273645307
58281,18.55239,-69.89996,15,819.294547171623
58281,18.55269,-69.89984,16,854.8350836880854
58281,18.5531,-69.89954,17,910.1753099972557
58281,18.55339,-69.89924,18,955.268605699006
58281,18.55389,-69.8988,19,1027.5219843943196
58281,18.55404,-69.89869,20,1047.7831156670873
58281,18.55421,-69.89858,21,1069.8947240248672
58281,18.55553,-69.89787,22,1234.1056070867635
58281,18.55546,-69.89772,23,1251.7347963492793
58281,18.55553,-69.89787,24,1269.3639856117952
58281,18.55571,-69.89776,25,1292.424807031377
58281,18.55697,-69.89393,26,1720.1272652542684
58281,18.55717,-69.89327,27,1793.2340551578673
58281,18.55729,-69.89309,28,1816.4181762495136
58281,18.55809,-69.89219,29,1946.2949641759042
58281,18.55857,-69.89182,30,2012.2375278165855
58281,18.55897,-69.89166,31,2059.6247186808614
58281,18.5593,-69.89157,32,2097.3668066388927
58281,18.55991,-69.89155,33,2164.918792908109
58281,18.55991,-69.89145,34,2175.4753648596816
58281,18.55991,-69.89155,35,2186.031936811254
58281,18.55997,-69.89155,36,2192.6731485762284
58281,18.56049,-69.89164,37,2251.0092001118464
58281,18.56086,-69.89159,38,2292.3020788506838
58281,18.56118,-69.89153,39,2328.2837486064527
58281,18.56173,-69.89119,40,2398.9544061248307
58281,18.56188,-69.89113,41,2416.72456776959
58281,18.56211,-69.89107,42,2442.9586450240167
58281,18.563,-69.89091,43,2542.907451198407
58281,18.56373,-69.8907,44,2626.6947325740766
58281,18.56428,-69.89035,45,2697.9070652640075
58281,18.56443,-69.89018,46,2722.355158546561
58281,18.56467,-69.88983,47,2767.860903537774
58281,18.56479,-69.88957,48,2798.35226685417
58281,18.5649,-69.88918,49,2841.284395348979
58281,18.56513,-69.88865,50,2902.75232845376
58281,18.56533,-69.88842,51,2935.60885413285
58281,18.56551,-69.88824,52,2963.14061849704
58281,18.56582,-69.88803,53,3003.991581841721
58281,18.56664,-69.88765,54,3103.223970827763
58281,18.56673,-69.88759,55,3115.0287843258993
58281,18.5667,-69.88752,56,3123.12991407534
58281,18.56673,-69.88759,57,3131.2310438247805
58281,18.56825,-69.88661,58,3328.735393176903
58281,18.56882,-69.88625,59,3402.3878137273423
58281,18.5692,-69.88603,60,3450.4341460455616
58281,18.56947,-69.88594,61,3481.793347917497
58281,18.57056,-69.88563,62,3606.8011839594983
58281,18.57207,-69.88528,63,3777.973237355298
58281,18.57281,-69.88503,64,3864.027811350039
58281,18.57368,-69.88459,65,3970.940929406759
58281,18.57423,-69.88414,66,4048.157699620235
58281,18.57433,-69.88407,67,4061.4660893442924
58281,18.57443,-69.88404,68,4072.9788738994685
58281,18.57473,-69.88402,69,4106.252025947586
58281,18.57485,-69.88402,70,4119.534470360813
58281,18.57486,-69.88394,71,4128.051225350646
58281,18.57485,-69.88402,72,4136.567980340478
58281,18.57519,-69.88404,73,4174.260741147038
58281,18.57565,-69.88409,74,4225.449591772078
58281,18.5769,-69.88459,75,4373.532883811713
58281,18.57892,-69.88508,76,4603.025118782243
58281,18.57925,-69.88511,77,4639.688862609764
58281,18.58041,-69.88499,78,4768.709154459968
58281,18.58123,-69.88505,79,4859.693268151605
58281,18.58144,-69.88498,80,4884.083630049747
58281,18.58273,-69.88404,81,5057.958162120747
58281,18.58352,-69.88338,82,5169.758498563344
58281,18.58448,-69.88198,83,5351.768001841672
58281,18.58532,-69.8806,84,5524.5726427138725
58281,18.58549,-69.87998,85,5592.665224646742
58281,18.58661,-69.87401,86,6234.8754326025955
58281,18.58663,-69.87382,87,6255.051611008588
58281,18.58616,-69.87117,88,6539.554368841549
58281,18.58616,-69.8711,89,6546.94283855753
58281,18.58564,-69.87099,90,6605.659521790862
58282,18.58564,-69.87099,0,0.0
58282,18.58616,-69.8711,1,58.71668323333142
58282,18.58655,-69.86957,2,225.87740657504764
58282,18.58658,-69.86947,3,236.94235442212084
58282,18.58661,-69.86957,4,248.00730051030405
58282,18.58653,-69.87025,5,320.32500765347504
58282,18.58641,-69.8708,6,379.87730992469005
58282,18.58638,-69.87108,7,409.61711231290246
58282,18.58637,-69.87137,8,440.2464548467542
58282,18.58639,-69.87167,9,471.9885734222189
58282,18.58642,-69.87196,10,502.7774937748909
58282,18.58658,-69.87271,11,583.8963413167512
58282,18.58666,-69.87322,12,638.449929544091
58282,18.58667,-69.87344,13,661.6971317111165
58282,18.58661,-69.87401,14,722.2256599509565
58282,18.58549,-69.87998,15,1364.43586790681
58282,18.58532,-69.8806,16,1432.5284498396795
58282,18.58448,-69.88198,17,1605.3330907118798
58282,18.58413,-69.88249,18,1671.6549436424975
58282,18.58377,-69.8822,19,1721.9020432057732
58282,18.58413,-69.88249,20,1772.149142769049
58282,18.58352,-69.88338,21,1887.836801070458
58282,18.58273,-69.88404,22,1999.6371375130548
58282,18.58144,-69.88498,23,2173.511669584055
58282,18.58123,-69.88505,24,2197.9020314821973
58282,18.58041,-69.88499,25,2288.886145173834
58282,18.57925,-69.88511,26,2417.9064370240376
58282,18.57892,-69.88508,27,2454.5701808515587
58282,18.5769,-69.88459,28,2684.062415822089
58282,18.57565,-69.88409,29,2832.145707861724
58282,18.57519,-69.88404,30,2883.334558486764
58282,18.57485,-69.88402,31,2921.0273192933237
58282,18.57486,-69.88394,32,2929.544074283156
58282,18.57485,-69.88402,33,2938.0608292729885
58282,18.57473,-69.88402,34,2951.343273686216
58282,18.57443,-69.88404,35,2984.6164257343335
58282,18.57433,-69.88407,36,2996.1292102895095
58282,18.57423,-69.88414,37,3009.437600013567
58282,18.57368,-69.88459,38,3086.654370227043
58282,18.57281,-69.88503,39,3193.567488283763
58282,18.57207,-69.88528,40,3279.622062278504
58282,18.57056,-69.88563,41,3450.7941156743036
58282,18.56947,-69.88594,42,3575.8019517163048
58282,18.5692,-69.88603,43,3607.1611535882403
58282,18.56882,-69.88625,44,3655.2074859064596
58282,18.56825,-69.88661,45,3728.859906456899
58282,18.56673,-69.88759,46,3926.3642558090214
58282,18.5667,-69.88752,47,3934.465385558462
58282,18.56673,-69.88759,48,3942.5665153079026
58282,18.56664,-69.88765,49,3954.371328806039
58282,18.56582,-69.88803,50,4053.6037177920807
58282,18.56551,-69.88824,51,4094.454681136762
58282,18.56533,-69.88842,52,4121.986445500952
58282,18.56513,-69.88865,53,4154.842971180042
58282,18.5649,-69.88918,54,4216.310904284823
58282,18.56479,-69.88957,55,4259.243032779632
58282,18.56467,-69.88983,56,4289.734396096028
58282,18.56443,-69.89018,57,4335.240141087241
58282,18.56428,-69.89035,58,4359.688234369794
58282,18.56373,-69.8907,59,4430.900567059725
58282,18.563,-69.89091,60,4514.687848435395
58282,18.56211,-69.89107,61,4614.636654609785
58282,18.56188,-69.89113,62,4640.870731864212
58282,18.56173,-69.89119,63,4658.640893508971
58282,18.56118,-69.89153,64,4729.311551027349
58282,18.56086,-69.89159,65,4765.293220783118
58282,18.56049,-69.89164,66,4806.5860995219555
58282,18.55997,-69.89155,67,4864.9221510575735
58282,18.55991,-69.89155,68,4871.563362822548
58282,18.55991,-69.89145,69,4882.11993477412
58282,18.55991,-69.89155,70,4892.676506725693
58282,18.5593,-69.89157,71,4960.228492994909
58282,18.55897,-69.89166,72,4997.9705809529405
58282,18.55857,-69.89182,73,5045.357771817216
58282,18.55809,-69.89219,74,5111.300335457898
58282,18.55729,-69.89309,75,5241.177123384288
58282,18.55717,-69.89327,76,5264.361244475935
58282,18.55697,-69.89393,77,5337.4680343795335
58282,18.55571,-69.89776,78,5765.170492602425
58282,18.55553,-69.89787,79,5788.231314022007
58282,18.55546,-69.89772,80,5805.860503284523
58282,18.55553,-69.89787,81,5823.489692547038
58282,18.55421,-69.89858,82,5987.700575608935
58282,18.55404,-69.89869,83,6009.812183966715
58282,18.55389,-69.8988,84,6030.073315239482
58282,18.55339,-69.89924,85,6102.326693934796
58282,18.5531,-69.89954,86,6147.419989636546
58282,18.55269,-69.89984,87,6202.7602159457165
58282,18.55239,-69.89996,88,6238.300752462179
58282,18.55131,-69.90031,89,6363.42270614102
58282,18.55141,-69.90064,90,6399.977203001501
58282,18.5515,-69.90101,91,6440.288715725124
58282,18.55154,-69.90109,92,6449.824534547079
58282,18.55137,-69.9011,93,6468.67087620456
58282,18.55007,-69.90133,94,6614.597979882557
58282,18.54911,-69.90154,95,6723.14542421425
58282,18.54867,-69.90162,96,6772.57448628993
58282,18.54848,-69.90164,97,6793.710693812522
58282,18.54828,-69.90164,98,6815.8480392851925
58282,18.54798,-69.90161,99,6849.204757829051
58282,18.54768,-69.90153,100,6883.468031555822
58282,18.54737,-69.90137,101,6921.7133521611395
58282,18.54633,-69.90092,102,7046.245684126508
58282,18.54572,-69.90061,103,7121.278498960222
58282,18.5457,-69.90065,104,7126.046534231224
58283,18.5459,-69.90031,0,0.0
58283,18.54581,-69.90038,1,12.40373519147397
58283,18.54593,-69.90058,2,37.34887461934704
58283,18.54656,-69.90087,3,113.50666068223654
58283,18.54675,-69.90097,4,137.03832586485078
58283,18.54768,-69.90141,5,249.97275469562737
58283,18.54788,-69.90147,6,272.99853385821916
58283,18.54812,-69.90151,7,299.89690524566686
58283,18.54838,-69.90151,8,328.6754539644171
58283,18.55033,-69.90119,9,547.1424604241329
58283,18.5515,-69.90101,10,678.0327402486873
58283,18.5516,-69.9012,11,700.9425098786014
58283,18.55178,-69.90108,12,724.5527038399014
58283,18.5516,-69.9012,13,748.1628978012013
58283,18.55172,-69.90141,14,774.0071511740098
58283,18.55201,-69.90179,15,825.3853384928661
58283,18.55281,-69.90272,16,957.5987723296566
58283,18.55296,-69.90288,17,981.2836413207697
58283,18.55309,-69.90299,18,999.7743445341475
58283,18.55328,-69.90309,19,1023.3058426526259
58283,18.55432,-69.90362,20,1151.2976386276423
58283,18.5554,-69.90419,21,1285.130248027417
58283,18.55554,-69.90425,22,1301.87096733434
58283,18.55586,-69.9043,23,1337.6818944034749
58283,18.55718,-69.9043,24,1483.7885003515694
58283,18.55727,-69.90432,25,1493.9716011404525
58283,18.55735,-69.90434,26,1503.0747798138764
58283,18.55763,-69.90449,27,1537.8781315539964
58283,18.55846,-69.90502,28,1645.4446821456659
58283,18.55851,-69.90493,29,1656.440036811051
58283,18.55846,-69.90502,30,1667.435391476436
58283,18.55918,-69.90548,31,1760.7592596114264
58283,18.55926,-69.90552,32,1770.5695015727833
58283,18.55954,-69.90556,33,1801.848161810136
58283,18.56107,-69.90536,34,1972.5100859266822
58283,18.56119,-69.90537,35,1985.8343951225106
58283,18.5615,-69.90543,36,2020.7270233684976
58283,18.56189,-69.9056,37,2067.476618605695
58283,18.5627,-69.90592,38,2163.285767342488
